2004在反思中成长	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=1&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412000	信息系统工程	2004	2004年12期
跨国公司并购 企业的战略选择	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=2&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412001	信息系统工程	2004	2004年12期
被收藏的IT瞬间 2004年新闻事件回顾	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=3&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412002	信息系统工程	2004	2004年12期
幸运的迟到者 AMD公司大中华区总部成立	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=4&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412003	信息系统工程	2004	2004年12期
摩登大旗能举多久 惠普再次内部改组	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=5&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412004	信息系统工程	2004	2004年12期
2004联想关键字 裁员 直销 奥运 转卖 廿年	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=6&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412005	信息系统工程	2004	2004年12期
微软高层变动 中国“心”软到何时	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=7&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412006	信息系统工程	2004	2004年12期
这是最后一次动荡吗 周险峰告别方正转投海信	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=8&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412007	信息系统工程	2004	2004年12期
原被告谁是赢家 思科诉华为以和解告终	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=9&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412008	信息系统工程	2004	2004年12期
钱让他们嬉笑欢颜 Sun与微软就Java达成和解	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=10&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412009	信息系统工程	2004	2004年12期
标志性开始 非标志性结束 WAPI终结在2004年	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=11&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412010	信息系统工程	2004	2004年12期
E时代第一法出台 电子签名法诞生	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=12&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412011	信息系统工程	2004	2004年12期
IT成本计算方式未变	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=13&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412012	信息系统工程	2004	2004年12期
商业与IT同步 网格构建自适应企业	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=14&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412013	信息系统工程	2004	2004年12期
颠覆传统IT投资理念	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=15&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412014	信息系统工程	2004	2004年12期
网格治水	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=16&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412015	信息系统工程	2004	2004年12期
这个100个信息系统支撑着中国最大企业的运营提升着政府运作的效率和服务承担着服务企业和百姓的重任代表着信息技术的最新应用	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=17&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412016	信息系统工程	2004	2004年12期
不妨逆向路径再思考 中国城市电子政务建设现状分析	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=18&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412017	信息系统工程	2004	2004年12期
金融营销带动IT投入	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=19&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412018	信息系统工程	2004	2004年12期
电信行业拆分使信息化借了光 “拆”出来的BOSS系统	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=20&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412019	信息系统工程	2004	2004年12期
塑造能源新航母	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=21&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412020	信息系统工程	2004	2004年12期
运输行业信息化今非昔比	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=22&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412021	信息系统工程	2004	2004年12期
钢铁行业信息化 1000万到6000万元的效益诱惑	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=23&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412022	信息系统工程	2004	2004年12期
钢铁信息化告别盲从年代	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=24&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412023	信息系统工程	2004	2004年12期
IT建设集团化作战贸易领域信息化建设现状	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=25&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412024	信息系统工程	2004	2004年12期
制造业信息化需深化二次变革	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=26&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412025	信息系统工程	2004	2004年12期
政府CIO 时刻准备着	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=27&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412026	信息系统工程	2004	2004年12期
CIO N条军规	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=28&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412027	信息系统工程	2004	2004年12期
中国IT廿年雕刻时光	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=29&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412028	信息系统工程	2004	2004年12期
亲历ERP诞生	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=30&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412029	信息系统工程	2004	2004年12期
迎接同质化盛世	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=31&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412030	信息系统工程	2004	2004年12期
听CIO讲那难忘的故事	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=32&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412031	信息系统工程	2004	2004年12期
IT锻造经济龙脉	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=33&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412032	信息系统工程	2004	2004年12期
UNIX嘉年华	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=34&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412033	信息系统工程	2004	2004年12期
信息在被谁偷窥	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=35&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412034	信息系统工程	2004	2004年12期
IT采购雾区	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=36&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412035	信息系统工程	2004	2004年12期
IBM就这样拿走$2000万	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=37&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412036	信息系统工程	2004	2004年12期
救援系统无盲区 国际救援中心IT系统永远处于应急准备中	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=38&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412037	信息系统工程	2004	2004年12期
欧尚信息化演绎别样滋味	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=39&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412038	信息系统工程	2004	2004年12期
一汽大众ERP10年悲喜路	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=40&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200412039	信息系统工程	2004	2004年12期
联邦快递e时代的物流	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=41&dbcode=cjfq&dbname=CJFD0305&filename=XXXT20041203A	信息系统工程	2004	2004年12期
百安居中国IT应变之道	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=42&dbcode=cjfq&dbname=CJFD0305&filename=XXXT20041203B	信息系统工程	2004	2004年12期
CIO管理警戒区	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=43&dbcode=cjfq&dbname=CJFD0305&filename=XXXT20041203C	信息系统工程	2004	2004年12期
CIO是怎么被选中的	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=44&dbcode=cjfq&dbname=CJFD0305&filename=XXXT20041203D	信息系统工程	2004	2004年12期
中国缺乏真正CIO	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=45&dbcode=cjfq&dbname=CJFD0305&filename=XXXT20041203E	信息系统工程	2004	2004年12期
票据行业市场大 微打虽小 打出诚信 全球针式打印机最后的绿洲	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=46&dbcode=cjfq&dbname=CJFD0305&filename=XXXT20041203F	信息系统工程	2004	2004年12期
小本生意 经难念 5大IT虚拟员工中小企业必备解决方案简述	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=47&dbcode=cjfq&dbname=CJFD0305&filename=XXXT20041203G	信息系统工程	2004	2004年12期
IT架构驶向SOA	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=48&dbcode=cjfq&dbname=CJFD0305&filename=XXXT20041203H	信息系统工程	2004	2004年12期
治愈应用管理病痛 提升应用销路 CIO不仅仅要做扁鹊事前或事初管理应用更重要	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=49&dbcode=cjfq&dbname=CJFD0305&filename=XXXT20041203I	信息系统工程	2004	2004年12期
1.2亿多城市外来人口需全民观注 农民工我的兄弟姐妹	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=50&dbcode=cjfq&dbname=CJFD0305&filename=XXXT20041203J	信息系统工程	2004	2004年12期
被IT遗忘的学校	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=51&dbcode=cjfq&dbname=CJFD0305&filename=XXXT20041203K	信息系统工程	2004	2004年12期
当山洪遭遇IT	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=52&dbcode=cjfq&dbname=CJFD0305&filename=XXXT20041203L	信息系统工程	2004	2004年12期
交流沟通,共促发展 “2004天津信息系统建设与安全交流会”举办	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=53&dbcode=cjfq&dbname=CJFD0305&filename=XXXT20041203M	信息系统工程	2004	2004年12期
航天联志一如既往 继续与英特尔执手安腾2	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=54&dbcode=cjfq&dbname=CJFD0305&filename=XXXT20041203N	信息系统工程	2004	2004年12期
首钢ERP一期成功上线	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=55&dbcode=cjfq&dbname=CJFD0305&filename=XXXT20041203O	信息系统工程	2004	2004年12期
用友U8企业应用套件发布	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=56&dbcode=cjfq&dbname=CJFD0305&filename=XXXT20041203P	信息系统工程	2004	2004年12期
NEC 42VP4体验4096色层画质	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=57&dbcode=cjfq&dbname=CJFD0305&filename=XXXT20041203Q	信息系统工程	2004	2004年12期
大汉电子政务的1到5	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=3&CurRec=58&dbcode=cjfq&dbname=CJFD0305&filename=XXXT20041203R	信息系统工程	2004	2004年12期
说出真相	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=8&CurRec=1&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200411000	信息系统工程	2004	2004年11期
我们应向粥店老板学习	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=8&CurRec=2&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200411001	信息系统工程	2004	2004年11期
两个“500强”之比较	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=8&CurRec=3&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200411002	信息系统工程	2004	2004年11期
产研合作共促农村IT建设	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kns55/detail.aspx?QueryID=8&CurRec=4&dbcode=cjfq&dbname=CJFD0305&filename=XXXT200411003	信息系统工程	2004	2004年11期
