title	journal_name	year	issue	author	keywords	summary	pdf_filename	article_url
Online APAN IPv6 Network Monitoring	计算机工程	2002	2002年S1期	【Author】       Rao Sinniah1, Arul Paniandi1, Lim Siew Ching1, Phang Tze Shu1,Ettikan Kandasamy Karuppiah2 ;(1.Network Research Group, School of Computer Science,University Sains Malaysia11800 Minden, Penang, Malaysia,{gopi,arul,sclim,tsphang}@nrg.cs.usm.my;2.SWS_NPG, Ne	APAN IPV6NetworkMonitoring ； APAN IPV6NetworkMonitoring ；		2002年S1期_Online+APAN+IPv6+Network+Monitoring.pdf	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC2002S1000&dbname=CJFD9902
Self-Organizing Tunnel Peers	计算机工程	2002	2002年S1期	【Author】       CHEN Maoke , LI Xing (Department of Electronic Engineering, Tsinghua University, Beijing 100084,China )	S ； elf-organizationTunnelingEnd-to-end measurementIPv6 ； S ； elf-organizationTunnelingEnd-to-end measurementIPv6 ；		2002年S1期_Self-Organizing+Tunnel+Peers.pdf	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC2002S1001&dbname=CJFD9902
Implementation and Verification of an Application with Active Path Selection in IPv6 Environment	计算机工程	2002	2002年S1期	【Author】       Makoto Otani1,Kenzi Watanabe2,Hiroki Kondo3;(1.Graduate School of Science and Engineering,Saga University 1, Honjo, Saga 840-8502, Japan, otani@ai.is.saga-u.ac.jp2.Faculty of Science and Engineering, Saga University  1, Honjo, Saga 840-8502, Japan, watana	Active path selectionRouting headerQuality seleetioy ； Active path selectionRouting headerQuality seleetioy ；		2002年S1期_Implementation+and+Verification+of+an+Application+with+Active+Path+Selection+in+IPv6+Environment.pdf	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC2002S1002&dbname=CJFD9902
IPv6 Protocol Analyzer	计算机工程	2002	2002年S1期	【Author】       Zaiyatul Hijah  Abdul Majid, Rahmat Budiarto,  Azman Samsudin, Sureswaran Ramadass (Network Research Group, School of Computer Science,University Sains Malaysia,11800 Minden,Penang,Malaysia,zaiyatul@nrg.cs.usm.my, (rahmat,azman,sures)@cs.usm.my)	IPv6IPv4Protocol analyzer ； IPv6IPv4Protocol analyzer ；		2002年S1期_IPv6+Protocol+Analyzer.pdf	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC2002S1003&dbname=CJFD9902
Services Discovery for Distributed Network Measurement	计算机工程	2002	2002年S1期	【Author】       LI Wei,  QIAN DepeiLI Yunchun, SHI Nayan(Dept. of  Computer Science &Technology,Beijing University of Aeronautics &Astronautics,Beijing 100083,China)	Service discovery ； Network measurement ； Directory server ； Service discovery ； Network measurement ； Directory server ；		2002年S1期_Services+Discovery+for+Distributed+Network+Measurement.pdf	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC2002S1004&dbname=CJFD9902
Design for PC-based Internet Measurement System on OC-3 and 48 Packet over SONET Link	计算机工程	2002	2002年S1期	【Author】       Katsushi Kobayashi(Communication Research Laboratory, Japan, ikob@koganei. wide. ad. jp)	Measurement system ； Packet ； Timestamp ； Measurement system ； Packet ； Timestamp ；		2002年S1期_Design+for+PC-based+Internet+Measurement+System+on+OC-3+and+48+Packet+over+SONET+Link.pdf	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC2002S1005&dbname=CJFD9902
A Proposed Precision Network Measurements Architecture for the Philippine Research, Education, and Government Information Network (PREGINET)	计算机工程	2002	2002年S1期	【Author】       Edwin D. Vinas,  Rene C. Mendoza,  Denis F. Villorente(Advanced Science and Technology Institute, ASTI Building,UP Technopark Complex, C. P. Garcia Avenue, Diliman,1101 Quezon City, Philippines ; edwinv@asti.dost.gov.ph, renem@asti.dost.gov.ph, and denis@	Network measurementsArchitectureNTPGPSPREGINET~ ； Network measurementsArchitectureNTPGPSPREGINET~ ；		2002年S1期_A+Proposed+Precision+Network+Measurements+Architecture+for+the+Philippine+Research,+Education,+and+Government+Information+Network+(PREGINET).pdf	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC2002S1006&dbname=CJFD9902
Analysis of Mean Transfer Delay on SCI Ring	计算机工程	2002	2002年S1期	【Author】       JIANG ZhenXIONG HuagangSHAO Dingrong(Electronic Enginerring Department of Beijing Univ. of Aeronautics and Astronautics,Beijing  100083,China,)jiangzhen_jz@sohu.com	Performance analysisMean transfer delayBuffer insertion ringSCI ； Performance analysisMean transfer delayBuffer insertion ringSCI ；		2002年S1期_Analysis+of+Mean+Transfer+Delay+on+SCI+Ring.pdf	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC2002S1007&dbname=CJFD9902
Evolution of Inter-domain Traffic Engineering:Standards, Research and Current Applications	计算机工程	2002	2002年S1期	【Author】       Tracie MonkZHU Zhenyu (Ixia, International Tower, Suite 26E, 360 Pudong Nan Road, Shanghai 200120, China)	Inter-domin ； Traffic Engineering Work Group(TEWG) ； Border Gateway Protocol(BGP) ； Inter-domin ； Traffic Engineering Work Group(TEWG) ； Border Gateway Protocol(BGP) ；		2002年S1期_Evolution+of+Inter-domain+Traffic+Engineering:Standards,+Research+and+Current+Applications.pdf	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC2002S1008&dbname=CJFD9902
A Primal-dual Neural Network for Shortest Path Problem	计算机工程	2002	2002年S1期	【Author】       WANG ZeyanGU Hongfang()Institute of Sciences, PLAUST, Nanjing 210016, China	Shortest pathPrimal-dualNeural networkOptimization ； Shortest pathPrimal-dualNeural networkOptimization ；		2002年S1期_A+Primal-dual+Neural+Network+for+Shortest+Path+Problem.pdf	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC2002S1009&dbname=CJFD9902
