培育丽水地区信息产业的几点思考		信息化建设	1999	1999年04期	<正>一、电子信息产业在现代经济中所处的地位及作用  当今社会是信息社会,而信息社会的支柱是电子信息产业。电子信息产业主要是指电子产品、电子元器件的制造业、软件工程、信息服务业(包括信息采集、处理、通信、传播、分配、咨询等),这种新型的产业是以电子信息工程为龙头,微电子为核心,计算机和通讯相结合为特征的高技术产业,具有知识密集、技术密集和资金密集的特点。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=XXJS199904014&dbname=CJFD9902
倪光南:软件与芯片是IT业急需的核心技术		信息化建设	2002	2002年06期	<正>5月28日,由深圳市企业协会、中国专家集团等单位主办的“院士大讲堂”上,中科院计算所高级研究员、博	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=XXJS200206015&dbname=CJFD9902
“十五”期间我国将实施5大信息工程		信息化建设	2001	2001年10期	这5大工程分别是：1、信息资源开发工程：通过基础国情信息工程、宏观经济信息工程、公共信息资源工程的建设，初步形成我国信息资源开发的总体格局；2、信息基础设施工程：通过高速宽带网络工程、移动信息网络工程、城市信息化工程、信息安全系统工程的建设，使我国信息基础设施不断适合信息化建设的需要；3、信息化应用工程：通过电子政务工程、电子媒体工程、网络教育工程、社会保障信息化工程、社会综合治理信息化工程的建设，全面展开和深化信息化应用；4、电子商务工程：通过电子商务示范工程、金融信息化工程、企业信息化工程的建设，提高我国经济的整体竞争力；5、信息产品工程：通过数字电视工程、集成电路工程、软件工程建设，使信	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=XXJS200110011&dbname=CJFD9902
国家经贸委提出全面推进企业信息化目标		信息化建设	2001	2001年10期	国家经贸委近日提出：把企业管理信息化建设作为经贸工作的历史性任务，像抓三年改革脱困目标那样抓紧抓好，带动整个经贸工作。要强行推行企业应用计算机管理软件和网络信息技术，用三年左右的时间，在国家重点企业中建立完善的企业管理信息系统。一方面，制订总体规划，出台指导意见。尽快组织有关信息技术、管理咨询、软件厂商及典型企业等方面的专家，研究制定企业管理信息化的战略规划和工作方案，提出推进企业管理信息化的指导意见。加快与信息化相关的基础设施建设，加速计算机与管理类复合型人才的培养，清理调整不利于推动管理信息化的政策规定。明确相关的优惠扶持政策，催生龙头软件企业，推动软件工程化，建立软件工程项目管理体制和运	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=XXJS200110012&dbname=CJFD9902
政府集中审批、办证中心信息化建设的完整解决方案──中拓数码《CTD-GAIS政府集中审批、办证信息管理系统》介绍		信息化建设	2001	2001年08期	"随着我国政府的职能由管理型向管理服务型转变，作为政务公开、服务于民的措施之一，各地、市、县政府的""集中审批、办证中心（大厅）""成了""市长项目""、""县长项目""，并以极高的效率设立了起来。但是，与中心硬件建设相匹配的计算机网络信息化处理软件建设却并不尽如人意。由于集中审批、办证中心所处理的柜面业务涉及了众多的政府职能部门，从软件工程的角度看，其应用涉及面之广泛、功能模块之复杂、运行规模之庞大给软件开发带来了很大的困难。为此，我们在这里介绍一套由杭州中拓数码公司提供的解决方案，供各地市县审批办证中心参考。 杭州中拓数码信息工程有限公司，是一家致力于政府信息化建设的专业软件公司，其设计。开发的《财政"	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=XXJS200108010&dbname=CJFD9902
加快我国软件产业发展研究		信息化建设	2001	2001年04期	当前，从人才储备以及发展机遇等因素方面分析，中国软件业的发展前景十分广阔。随着中国加入ＷＴＯ的迫近，我国民族软件产业正面临着来自国内经济发展紧迫需求及国外厂商的竞争压力。民族软件产业要在中国信息产业的发展中求得更大的发展，成为中国经济重要的增长点，就必须尽快升级。 ｌ、软件企业发展的规模偏小 当前，国内从事软件开发的企业已有数千家，大多数企业中，软件人员一般在５０人左右，只有少数达到近２００人，而达到１０００人规模的，只有两三家。 ２、软件产业市场销售规模小 １９９６年，我国软件产业市场销售额仅为微软公司当年产品销售额 ９２． ４２亿美元的 １／ ８。 １９９７年底，我国软件市场销售额仅相当于	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=XXJS200104011&dbname=CJFD9902
杭州金字计算机网络工程有限公司		信息化建设	2000	2000年01期	杭州金字计算机网络工程公司是杭州市科委主持下的一家集应用软件开发、计算机网络集成、微电子产品研制、市场分销为一体的高新技术股份制企业。自１９９１年成立杭州微型计算机网络工程技术服务部发展至今，公司始终恪守“不满是向上的车轮”的创业格言，经过金字人九年的不断开拓和努力，终于发展成为拥有稳定的客户群，具备雄厚的技术支持的生命力旺盛的新型公司。如今，公司拥有自主产权的写字楼，下设杭州金字计算机软件有限公司、系统集成部、技术支持部、市场发展部，共有员工约６０人。 公司宗旨 每位员工人尽其力，人尽其才，为计算机客户、网络客户提供全面而优质的产品服务和技术服务。 公司经营范围 应用软件开发、网络系统集成、	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=XXJS200001014&dbname=CJFD9902
Web对象模型及在多层结构Web开发中的应用		计算机工程	1999	1999年12期	讨论了多层结构Ｗｅｂ概念、特点，并从面向对象软件工程的角度分析多层结构Ｗｅｂ开发流程，进一步提出了Ｗｅｂ对象模型开发模式，并且分析它的特点以及它在多层结构Ｗｅｂ工程中的应用，最后，以实际应用开发加以例证和说明。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC199912015&dbname=CJFD9902
PJVM系统		计算机工程	1999	1999年11期	ＰＪＶＭ（ＰａｒａｌｌｅｌＪａｖａＶｉｒｔｕａｌＭａｃｈｉｎｅ）是基于Ｉｎｔｒａｎｅｔ异构网络环境下的面向对象分布并行处理系统。作者采用Ｊａｖａ语言开发ＰＪＶＭ系统，利用Ｊａｖａ跨平台和面向对象的编程方法，通过扩充Ｊａｖａ对象库，在Ｉｎｔｒａｎｅｔ的异构网络环境下实现了并行计算和分布式ＣＳＣＷ协同工作。最后讨论了进一步的研究，提出了利用智能Ａｇｅｎｔ支持多机群、多层次演化计算的分布并行处理的想法。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC199911001&dbname=CJFD9902
基于工作站的分布式系统中的负载分配和平衡策略		计算机工程	1999	1999年11期	作为分布式系统中自动系统决策的基础，提出了一个新的基于多种资源尺度（ｍｒｍ）的用户监控的负载平衡调度器，并讨论了远程进程执行的具体实现方法。采用该文所述策略和方法可使系统性能显著提高。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC199911005&dbname=CJFD9902
一种分布式专家系统设计		计算机工程	1999	1999年11期	构造了一种可以应用于Ｉｎｔｅｒｎｅｔ的类型相同而知识不同的分布式专家系统的组成框架，探讨了专家系统的网上知识获取实现方法与所用到的策略，最后对此结构作出了评估。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC199911006&dbname=CJFD9902
图象档案管理系统的C2风格构架的研究		计算机工程	1999	1999年10期	设计和开发图象档案管理系统重点要考虑以下问题：档案的快速、完整收集，归档自动化．大容量存储和实时动态调档。C２是一种基于构件和连接器的构架风格,对具有图形用户界面的应用有良好的支持。设计了一个Ｃ２风格的图像档案管理系统构架，说明了如何运用构件构架理论去指导、监控系统开发,并通过应用实例来讨论有关具体问题。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC199910003&dbname=CJFD9902
一个实时数据库管理系统的C++实现		计算机工程	1999	1999年10期	介绍了一种使用Ｃ＋＋语言和面向对象技术的实时数据库管理系统的具体实现，并阐述了面向对象技术对系统测试的促进。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC199910035&dbname=CJFD9902
电力行业管理信息系统开发研究		计算机工程	1999	1999年10期	分析了各种软件开发方法的特点，介绍了基于软件体系结构的开发模型以及在大型ＭＩＳ系统开发中如何使用这种模型。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC199910041&dbname=CJFD9902
并行光线跟踪中的数据划分策略		计算机工程	1999	1999年09期	提出了一种新的场景数据分割方法，以持计算的象素点来决定场景数据的有效分割．克服了以往盲目分割数据所带来的光线在处理机间的频繁交换，从而减小了通信开销。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC199909026&dbname=CJFD9902
软件的模块化及在工程中的应用研究		计算机工程	1999	1999年06期	从软件工程的角度介绍了模块化设计的优点和原则。通过对Delphi模块化特点的分析，提出了一种在工程实践中提高Delphi模块独立性的方法．并给出了这种方法的性能分析。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC199906032&dbname=CJFD9902
一种安全的Modem传输协议		计算机工程	1999	1999年03期	互联网的广泛应用．使得网络安全成为必须解决的迫切问题。同时，Modem技术发展很快，但Modem本身安全功能很弱。针对Modem基础上的网络安全，在通信协议上引入安全措施，提出具有加解密功能的Modem-C文件传输协议，并举例说明协议的工作过程。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC199903024&dbname=CJFD9902
基于构件库及构件组合的软件重用		计算机工程	1998	1998年11期	介绍了一种具有动态组合特性的构件Pad，详细说明了它如何规范重用单元的接口以及相互间可传递的消息，并进一步介绍了构件Pad的组合规则消息传递协议．还简要地介绍了一种在面向对象数据库的基础上实现构件库的方法．最后．介绍了已开发成功的一个构件重用支撑环境的原型。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC199811006&dbname=CJFD9498
软件体系结构与组件软件工程		计算机工程	1998	1998年08期	介绍了组件类型和体系结构的概念。在ACA和NCA之间作了比较，基于构件的软件工程给软件开发带来的变化。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC199808009&dbname=CJFD9498
软构件与面向对象技术		计算机工程	1998	1998年05期	读文论述了软构件的含义，软构件的基础技术之一OLE／COM，并从作者研究实践中总结出软构件与面向对象技术在软件重用方面的区别，及软构件的基础技术对面向对象技术的扩展。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC199805004&dbname=CJFD9498
形式方法与面向对象方法的结合探讨		计算机工程	1998	1998年01期	文中讨论了形式方法和面向对象方法各自的优缺点，结合作者设计的面向对象形式规格说明语言OOZS，介绍了将这两种方法结合起来的三种途径，并对这三种途径进行了分析、评价和对比，最后提出了今后的研究方向。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC199801003&dbname=CJFD9498
EJB容器的可扩展服务框架的设计和实现		计算机工程	2002	2002年S1期	为满足各种各样的应用程序的需求容器的服务框架必须能支持各种服务的集成。该 EJB文给出了一个容器, EJBEJB的可扩展服务框架的设计和实现。该容器允许服务以的方式加入容器。当容器发生函数调用等事件时EJBInterceptorEJB, 容器自动触发这些相应的服务从而能实现透明地在容器中添加额外的服务。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC2002S1050&dbname=CJFD9902
基于MPLS的分级故障恢复机制		计算机工程	2002	2002年S1期	网络可靠性已经成为网的一个重要问题。目前关于网可靠性的讨论集中于的故障恢复机制。提IPIPMPLSIETF出了两种故障恢复模型:保护交换和重路由,每种模型的恢复时间和资源开销是不同的。该文提出一种基于MPLSMPLS的分级故障恢复机制MBCR,它可以保证应用对可靠性和QoS的要求,同时使网络资源得到充分利用。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC2002S1051&dbname=CJFD9902
COM接口的Z规范		计算机工程	2002	2002年12期	对微软公司提出的COM组件模型中的接口规则给出了一个基于Z语言规范化描述，使其具有严格的语义基础，能通过形式化的分析来保证规则的相容性。在此基础之上对组件也给出了Z语言的定义，并对合法组件的性质作出了形式化分析。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC200212039&dbname=CJFD9902
IP组播通信的研究与实现		计算机工程	2002	2002年12期	组播 (Multicast)是计算机网络中的一种特殊的、高效的通信方式 ,在这种方式中 ,发送者有选择地向一组接收者发送信息 ,兼有单播方式和广播方式的优点，在多点通信中具有不可替代的作用。 该文描述了组播的机制和特点 ,具体介绍了利用Windows Socket中的相关函数进行组播通信的实现过程。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC200212069&dbname=CJFD9902
利用Java开发的基于Web的地质大型图幅浏览系统		计算机工程	2002	2002年12期	就大型图幅如何用Java在WWW浏览器上显示，提出了几项关键性的技术，包括大块数据的读取技术、大块数据的类缓冲技术、大块数据的存储技术、数据类型转换技术，并就大型图幅如何用Java进行放大、缩小显示提出了解决方案。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC200212099&dbname=CJFD9902
一种无距离函数聚类方法		计算机工程	2002	2002年11期	聚类分析是一种重要的数据挖掘运用。传统聚类方法的问题之一是它们需要用户定义距离函数，而所需的距离函数有时难以得到。文章介绍了一种新的无须距离函数的聚类方法。它是两种基本聚类方法的有机结合。对著名测试数据的试验表明这种方法是有效的。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC200211046&dbname=CJFD9902
浅析个体软件过程(PSP)		计算机工程	2002	2002年10期	CMM被软件业界公认为是当前最好的软件过程，PSP是CMM在软件工程师等级上的应用，是针对个人的软件过程的改进。文章介绍和分析了PSP的基本概念、作用、进化框架等内容，最后给出了PSP和CMM之间的联系。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC200210101&dbname=CJFD9902
基于SSE-CMM的信息系统安全风险评估方法研究		计算机工程	2002	2002年09期	通过对信息系统风险的分析,在SSE-CMM模型的指导下,提出了一种风险评估的组合计算方法,该方法在一定程度上克服了传统信息系统风险评估的片面性和随机性,提高了信息系统风险分析的精确度。应用结果表明,该方法简单、实用、效果较好。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC200209038&dbname=CJFD9902
基于CMM的软件项目管理系统的设计与实现		计算机工程	2002	2002年09期	简要地介绍了基于CMM模型的软件项目管理系统中的设计思想与实现技术。该模型采用Web技术,开发出软件项目管理系统,以帮助企业对软件开发过程进行控制,生产出高质量的软件产品。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC200209096&dbname=CJFD9902
小组软件过程简介		计算机工程	2002	2002年09期	TSP技术主要用于指导工程组如何更好地进行软件产品开发。实践表明TSP的使用有助于提高效率、保障产品质量,从而更好地满足成本和进度要求。TSP可以指导小组和管理人员更好地解决软件产品开发中面临的诸多问题。文章主要描述TSP结构、创建以及TSP与PSP、CMM间的关系。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC200209108&dbname=CJFD9902
基于网络的协同CAD特征建模技术研究		计算机工程	2002	2002年07期	探讨了协同工作模式和建模的需求,论述了一种结合和结构优势的三维协同建模系统的结构和实现。通过对三维参数化C/SB/SCAD特征技术、网络通信技术和特征编码技术等关键技术的研究初步实现了局域网环境下零件级产品协同参数化造型设计和上的模型信,Internet息发布。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC200207032&dbname=CJFD9902
基于XML的统一用户界面描述		计算机工程	2002	2002年06期	提出一种与具体语言和工具都无关的统一描述方法,即基于XML的统一用户界面描述,以作为不同的应用程序之间相互交流的基XML础,为用户界面的重用性发展和向下一代用户界面的顺利发展打下良好的基础。先概述用户界面的发展和当前存在的问题,然后阐述基于的统一用户界面的定义、实现方式以及如何在浏览器中进行模拟显示,最后对相应的支持工具和应用模式进行探讨和展望。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC200206037&dbname=CJFD9902
基于ISO质量模型的软件质量评价方法		计算机工程	2002	2002年05期	研究了软件工程中软件质量评价的问题,指出了目前软件质量评价的不足,对最新的软件质量模型进行了归纳和细化,ISO/EC9126并应用神经网络方法,将联想记忆模型应用于软件质量的评价,实验和实践证明该方法具有较好的效果。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC200205029&dbname=CJFD9902
演化算法在中文自动分词中的应用		计算机工程	2002	2002年05期	首先对各种现有的中文自动分词算法进行简要比较,并指出其存在的问题,然后针对这些问题,设计了一个基于演化的中文自动分词算法。最后通过对实验结果的分析,比较了本算法与已有算法的优缺点,并指明了算法的改进之处。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC200205030&dbname=CJFD9902
面向对象系统耦合性度量方法的形式化描述		计算机工程	2002	2002年05期	对面向对象系统的耦合性进行了分析,对现有的度量方法进行了评述和比较,给出了面向对象系统的有关术语的形式化描述方法,提出了基于形式化描述的综合耦合性度量框架。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC200205031&dbname=CJFD9902
利用MapX实现的组件式GIS技术		计算机工程	2002	2002年05期	简要介绍了组件式技术对地理信息系统的影响同时还针对地图组件的开发,阐述了组件式的主要特点及实现。,MapXGIS	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC200205084&dbname=CJFD9902
Web数据挖掘中的增量挖掘		计算机工程	2002	2002年04期	为了高效及时地处理频繁新增的数据,在Web挖掘中引入增量挖掘的方法,并给出了一个Web关联规则增量挖掘的有效算法。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC200204026&dbname=CJFD9902
第三方软件质量保障的实施研究		计算机工程	2002	2002年04期	针对国内软件开发管理现状,所开展的第三方软件质量保障(SQA)的实践工作和实施研究仍处于起步阶段。在总结实际工作的基础上,提出了基于软件开发过程管理,与开发小组同步的SQA工作流程,以及为确保实施成功所采取的技术策略和非技术策略。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC200204031&dbname=CJFD9902
一种改进的指纹分类方法		计算机工程	2002	2002年04期	提供一种改进的指纹分类算法,该算法不仅利用了脊的方向信息而且还利用了脊的结构信息和指纹图像中的奇异点,提高了分类的准确度。在此将指纹分为5类:涡型、右旋型,左旋型,弓型,弧型。实验表明这种算法精确度高,结果可靠。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC200204042&dbname=CJFD9902
有效的指纹自动识别系统的设计与实现		计算机工程	2002	2002年04期	系统地介绍了一个高效的指纹自动识别系统,又称AFIS(automatic fingerprint identification system)。介绍的指纹自动识别系统不同于以前的一些系统,因为在系统开发的过程中采用了一组有效的算法,经实验测试此系统效果很好。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC200204043&dbname=CJFD9902
DCT域中的快速分形编码		计算机工程	2002	2002年04期	分形图像压缩应用了图像的自相似性,目前许多对分形编码特性的研究都是在图像域中进行的。该文却试图探索在频率域中分形编码的特性。首先,综述了图像域中分形编码的特性,然后导出在离散余弦变换(简称DCT)域中仿射变换的伸缩因子和偏移量的对应公式。应用DCT的能量压缩特性,在度量图像子块和母块之间相似性中通过使用少量的低频DCT系数提出一种快速分形编码算法。接着进一步提出一种可能的快速混合分形编码的算法,该算法将快速搜索方法、统计规范化、频域比较结合起来。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC200204066&dbname=CJFD9902
计算机软件开发工具的集成和应用研究		计算机工程	2002	2002年04期	主要探讨了如何针对不同的软件开发机构特点,构造与之相适应的计算机辅助软件工程(CASE)工具支持的集成化开发环境,用以支持软件开发机构的软件开发过程。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC200204107&dbname=CJFD9902
从UML建立的模型中得到需求目标		计算机工程	2002	2002年03期	已经被软件工程实践者广泛地使用,但是,就其本质而言,它并没有清晰地描述出需求目标。该文介绍一种方法试图在UMLUML模型与软件需求目标之间建立语义上的联系。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC200203029&dbname=CJFD9902
用PowerBuilder 6.5实现海务管理系统软件		计算机工程	2002	2002年03期	根据作者使用和设计中远集运海务管理系统软件的亲身体验,根据软件工程的现有理论提出PowerBuilder 6.5Sybase SQL Anywhere在制作数据库管理系统软件方面的一些注意事项和开发经验。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC200203047&dbname=CJFD9902
利用UML建模设计EJB应用系统		计算机工程	2002	2002年03期	从构件模型出发,分析了应用系统建模的特殊性。以开发一个网上书店的系统为例,结合构件模型特点,使用统一EJBEJBEJBEJB建模语言()来建模和设计,展示了在开发应用系统中的运用。UMLUMLEJB	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC200203097&dbname=CJFD9902
软件项目外包采购管理的探讨		计算机工程	2002	2002年01期	分析了目前软件外包采购管理的重要意义和目前的形势,提出基于“双赢”策略的软件外包采购思想。在项目管理理论、和CMM的基础上,提出和细化了软件项目外包采购管理的总体框架和具体操作内容。旨在通过对软件外包项目采购的选择购买、跟踪与控ISO9000制、评估验收和项目后处理等过程的研究,来提高软件外包采购的项目管理水平,满足承包方对分承制方产品在质量、进度和成本等方面的要求和对外包过程的有效控制,为软件项目外包采购管理人员提供具体的操作过程。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC200201042&dbname=CJFD9902
一种基于代理思想的软件分析模型		计算机工程	2002	2002年01期	概念来自人工智能领域。讨论了思想在软件工程中的应用,提出了一种基于思想的软件分析一般模型,并在该模型Agent AgentAgent的基础上提出了一套分析方法。该模型与方法发展了面向对象技术,且更适于分析包含复杂任务的系统。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC200201049&dbname=CJFD9902
面向对象的网络计划系统OOA模型		计算机工程	2002	2002年01期	介绍在面向对象的软件工程()中模型的概念,及工程项目网络计划系统工作的功能需求,以方法建立网络计划系统OOSEOOAOO模型:包括由类图()方式表达系统主要信息的基本模型,其中定义了网络计划系统中对象层、特征层和关系层的模型信OOAClass diagram息;和由主题图、、交互图表示的补充模型,其中对基本模型予以解释。比较了传统软件工程方法与方法在分析工作中的特Use caseOOA点。对该系统的、将另文论述。OODOOP	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC200201094&dbname=CJFD9902
模板更新的指纹密码联合系统		计算机工程	2003	2003年22期	介绍了一种密码和指纹结合的系统，它采用密码作为指纹库的索引，索引到密码对应的特征模板，再和输入指纹进行验证，能克服密码容易被伪造和单独使用指纹验证耗时长的缺点；同时系统的指纹特征模板能自动更新，以反映使用者指纹的变化并完善原注册的特征模板，实验结果表明该系统具有较好的安全性，同时速度快、准确率高。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC200322057&dbname=CJFD0305
ISSE在信息系统中的应用		计算机工程	2003	2003年19期	ISSE是由NSA提出的一种为信息系统提供安全服务的系统工程。该文介绍了系统工程和ISSE,并阐述了在一个信息系统的设计与实现中如何运用ISSE。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC200319011&dbname=CJFD0305
细胞自动机函数优化算法		计算机工程	2003	2003年19期	细胞自动机广泛用于仿真、建模,提出用细胞自动机进行函数优化。该思想与演化算子结合的算法CAMGA在试验中取得了很好的效果。其中对BUMP问题的求解优于现今已经发表的结果。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC200319025&dbname=CJFD0305
一个基于角色建模和RSI的软件开发方法与实例		计算机工程	2003	2003年19期	分析了传统的UML Use Case方法的不足,简单介绍了角色建模的方法和RSI及其结合,结合网上银行(原型系统)的开发介绍了如何在系统的分析和设计过程中将两种方法有机地结合在一起使用,克服了传统UML Use Case方法的缺点,实现了从系统分析到设计的自然过渡。该方法对于业务应用领域、网上金融系统等具有广泛的应用价值。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC200319028&dbname=CJFD0305
移动Agent系统的Z语言形式化描述		计算机工程	2003	2003年19期	采用非形式化到形式化的过程:先用自然语言描述移动Agent,然后用形式语言Z及组件技术来描述移动Agent,并给出一个形式化的基础及移动Agent系统的一个精确高效的开发方法。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC200319031&dbname=CJFD0305
自组织经验进化预测软件的设计与开发		计算机工程	2003	2003年18期	针对所建立的具有仿人智能和机器学徒特征的自组织经验进化预测模型，运用软件工程方法学系统分析了预测软件的性能要求与模块组成，设计和开发了相应的软件。使用面向对象设计方法开发的预测软件结构合理、界面友好，具有联机帮助功能。以高炉铁水硅含量预测为案例对预测软件进行了测试。在线测试结果表明：设计的软件运行稳定，在具有一定预测经验的前提下，软件系统的预测效果优于对应条件下的人工预测结果。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC200318027&dbname=CJFD0305
基于攻击树和Agent技术的攻击模型		计算机工程	2003	2003年18期	在传统的黑客攻击的基础上，讨论了攻击树的模型，提出了攻击树的一般算法和基于攻击树和Agent技术的攻击模型，并阐述了攻击Agent自身的安全及稳定性问题。这种模型使得攻击非常难以预测和防范，并大大提高了攻击成功的可能性。	http://sso.cdclib.org/interlibSSO/goto/6/=06190596Z93/kcms/detail/detail.aspx?dbCode=cjfq&filename=JSJC200318032&dbname=CJFD0305
